"inscription_desc_4849","+1 [Projectile] but +100% [Ammo Cost]"
"inscription_desc_4851","While Over 50% [Magazine Ammo]: +50% [Fire Rate] and +20% [Projectile Chance]."
"inscription_desc_4852","While Under 50% [Magazine Ammo]: -55% [Reload Speed]."
"inscription_desc_4853","While [Scoped]: +150% [Stability]; While [Unscoped]: +60% [Accuracy]."
"inscription_desc_4856","On [Kill]: +50% [Fire Rate] for 5s."
"inscription_desc_4857","+40% [Fire Rate], -40% [Reload Speed], but -20% [Blast Radius]."
"inscription_desc_4858","On 10% [Magazine Ammo] used: +10% [Lucky Shot Chance] (Stacks 10x up to 100%); On [Reload] or [Swap]: Reset Bonus [Lucky Shot Chance]."
"inscription_desc_4859","On [Kill]: You may [Reload], if you do, -50% [Reload Speed] and add unused [Ammo] to next [Magazine] and its [Base Damage]."
"inscription_desc_4860","After [Scoped] for 1s: +2.0x [Critical Multiplier] for the next [Shot]."
"inscription_desc_4861","On [Crit Kill]: The [Shot] explodes, damaging Enemies within 10m."
"inscription_desc_4862","On [Crit Kill]: +1.0x [Critical Multiplier] for next [Shot] and drops [Ammo] for this [Weapon]."
"inscription_desc_4864","On [Miss]: Replenish [Ammo] used to [Magazine]."
"inscription_desc_4865","On [Kill]: +20% [Projectile Chance] (Stacks 10x, +1 [Projectile] every 5 stacks); On [Reload] or [Swap]: Reset Bonus [Projectile Chance]."
"inscription_desc_4866","On [Elemental Debuff]: All Enemies within 8m get the [Elemental Debuff]."
"inscription_desc_4867","+100% [Range] and +100% [Accuracy]"
"inscription_desc_4868","+100% [Range] and +100% [Stability]"
"inscription_desc_4869","On [Scoped]: +0.8x [Critical Multiplier] for 1.5s."
"inscription_desc_4900","(Unique) When all [Shots] in a Burst [Crit]: +0.5x [Critical Multiplier] and all [Hits] [Auto-Crit] for a short time."
"inscription_desc_4901","(Unique) On [Weapon Skill]: +15% [Total Damage] for each [Ammo] used."
"inscription_desc_4902","(Unique) On Marked [Kill]: +0.4x [Critical Multiplier] (Stacks 10x up to 4.0x); On Mark [Miss]: -0.2x Bonus [Critical Multiplier]"
"inscription_desc_4903","(Unique) Increased Orbfield size; [Projectiles] passing through gain +50% [Lucky Shot Chance]."
"inscription_desc_4904","(Unique) +50% [Fire Rate], +100% [Accuracy], and +100% [Stability]."
"inscription_desc_4905","(Unique) +2% [Total Damage] for each [Magazine Ammo]."
"inscription_desc_4907","(Unique) On Reload: Save half of the [Tribute] stacks."
"inscription_desc_4908","(Unique) +1% [Lucky Shot Chance] and +5% [Stability] for each [Tribute] stack."
"inscription_desc_4909","(Unique) +55% [Projectile Chance]."
"inscription_desc_4911","(Unique) On First [Split]: Creates 5 Projectiles instead of 3."
"inscription_desc_4912","(Unique) On Each [Split]: +30% [Total Damage]."
"inscription_desc_4914","(Unique) On [Crit Kill] (or On [Crit]): 100% (or 33%) Incendiary Explosion Chance; On Explosion: [Burns] Enemies [Hit]."
"inscription_desc_4916","(Unique) On [Hit]: +10% [Weapon Damage] for 2s (Stacks 15x up to +150%)."
"inscription_desc_4917","(Unique) +4 [Projectiles] and +80% [Range]."
"inscription_desc_4918","(Unique) +200% [Range], +1 [Piercing], +100% [Projectile Speed]."
"inscription_desc_4919","(Unique) While [Charged]: +1.0x [Critical Multiplier] and +30% [Lucky Shot Chance]."
"inscription_desc_4920","(Unique) On [Hit] within 5m: +80% [Lucky Shot Chance]."
"inscription_desc_4921","(Unique) On [Direct Hit]: +50% [Total Damage]."
"inscription_desc_4922","(Unique) Double the [Base Damage] bonus for Hitting the Same Enemy."
"inscription_desc_4923","(Unique) On [Bounce]: +50% [Total Damage] (Stack 2x up to +100%)."
"inscription_desc_4924","(Unique) On [Hit]: +25% to that Grenade's [Total Damage Dealt] (Stacks 8x up to +200%)."
"inscription_desc_4925","(Unique) +100% [Total Damage] vs Enemies in the center of the [Gravity Orb]."
"inscription_desc_4926","(Unique) On [Detonate]: +25% [Lucky Shot Chance] for each Grenade Detonated."
"inscription_desc_4927","(Unique) +3m Zap Radius. On [Hit]: Enemies are [Hit] again, but it loses -50% [Total Damage]."
"inscription_desc_4928","(Unique) Shoot a 2nd Ray, but it loses -50% [Total Damage]."
"inscription_desc_4929","(Unique) +100% [Elemental Debuff] Chance; +50% [Total Damage] vs [Burning] Enemies."
"inscription_desc_4930","(Unique) On Pierce: +100% [Weapon Damage] to all Enemies [Pierced]."
"inscription_desc_4931","(Unique) When Enemy is [Hit] by both Bullets: +1.5x [Critical Multiplier] for next [Shot]."
"inscription_desc_4932","(Unique) While [Scoped]: +30% [Weapon Damage], +30% [Fire Rate], and -50% [Charge Speed]."
"inscription_desc_4933","(Unique) On [Scope]: +30% [Weapon Damage], +1.0x [Critical Multiplier], and No [Ammo Cost] for 2s."
"inscription_desc_4934","(Unique) Each 0.5s spent [Charging]: +75% [Lucky Shot Chance] (Stacks 2x up to 150%)"
"inscription_desc_4935","(Unique) +50% [Fire Rate], +50% [Projectile Speed], and +50% [Lucky Shot Chance]"
"inscription_desc_4936","(Unique) On [Bounce]: +100% [Lucky Shot Chance]."
"inscription_desc_4937","(Unique) On [Pierce]: Increase [Shot] damage by 2x last [Damage Dealt]; but -30% [Fire Rate]."
"talent_name_2025","Twin Gunner"
"talent_name_2026|talent_name_5401","Ember Eruption"
"talent_name_2028|state_name_32032|suit_item_15021_1|suit_item_15052_5|talent_name_5402|state_name_32047|seasonsuit_item_15021_1|seasonsuit_item_15052_5","Sustained Fire"
"talent_name_2029|state_name_32033|throw_name_1415|suit_item_15051_3|talent_name_5403|seasonsuit_item_15051_3","Adrenal Rush"
"talent_name_2030|state_name_32045|suit_item_15020_1|seasonsuit_item_15020_1","Survival Instinct"
"talent_name_2031|suit_item_15051_4|talent_name_5404|seasonsuit_item_15051_4","Close Call"
"talent_name_2032|state_name_32035","Golden Comeback"
"talent_name_2033|roomchallenge_name_3001_1021|roomchallenge_name_3001_1022|suit_item_15051_5|roomchallenge_name_3020_1021|roomchallenge_name_3020_1022|roomchallenge_name_3008_1021|roomchallenge_name_3008_1022|seasonsuit_item_15051_5","Battle-Tested"
"talent_name_2034|state_name_32052","Sharpshooter"
"talent_name_2035|state_name_32050","Lucky Ammo"
"talent_name_2036","Ammo Expert"
"talent_name_2037","Explosion Enhancement"
"talent_name_2038|suit_item_15019_1|seasonsuit_item_15019_1","Grenade Master"
"talent_name_2039|suit_item_15052_4|seasonsuit_item_15052_4","Mad Bomber"
"talent_name_2041|state_name_32041","Unleashed Potential"
"talent_name_2042|state_name_32039|talent_name_5405|state_name_32048","Overloading"
"talent_name_2043|suit_item_15052_3|talent_name_2045|seasonsuit_item_15052_3","Precise Explosion"
"talent_name_2044","Double Explosions"
"talent_name_2102|suit_item_15023_2|seasonsuit_item_15023_2","Chained Duration"
"talent_name_2103","Blinding Sphere"
"talent_name_2104","Power Source"
"talent_name_2105","Energy Bolt"
"talent_name_2106|state_name_32113","Energy Blade"
"talent_name_2109|state_name_32103|talent_name_5406","Wildfire"
"talent_name_2111|suit_item_15022_1|talent_name_5407|seasonsuit_item_15022_1","Elemental Rage"
"talent_name_2113|suit_item_15054_4|seasonsuit_item_15054_4","Backpack Expansion"
"talent_name_2116|suit_item_15054_3|seasonsuit_item_15054_3","Hex Smoke"
"talent_name_2119|state_name_32119|state_name_32120|suit_item_15024_1|seasonsuit_item_15024_1","Advanced Shield"
"talent_name_2120|state_name_32117|state_name_32118|suit_item_15024_2|seasonsuit_item_15024_2","Elemental Shield"
"talent_name_2123","Energy Echo"
"talent_name_2124|suit_item_15023_1|seasonsuit_item_15023_1","Toxic Smoke"
"talent_name_2125|suit_item_15053_5|talent_name_5408|seasonsuit_item_15053_5","Pyrodominance"
"talent_name_2126|suit_item_15053_3|talent_name_5409|seasonsuit_item_15053_3","Electrodominance"
"talent_name_2127|suit_item_15053_4|seasonsuit_item_15053_4","Acidominance"
"talent_name_2129|suit_item_15054_5|seasonsuit_item_15054_5","Acidic Explosion"
"talent_name_2202|suit_item_15025_1|seasonsuit_item_15025_1","Last Breath"
"talent_name_2203|state_name_32201|state_name_32227|suit_item_15055_5|seasonsuit_item_15055_5","Steel Armor"
"talent_name_2205|suit_item_15055_3|seasonsuit_item_15055_3","Regen Hit"
"talent_name_2207","Absolute Advantage"
"talent_name_2208|state_name_32204|suit_item_15027_1|seasonsuit_item_15027_1","Fierce Wings"
"talent_name_2210|state_name_32217|talent_name_2219","Easy Kill"
"talent_name_2212","Cleave Carnival"
"talent_name_2214|suit_item_15056_4|talent_name_5410|seasonsuit_item_15056_4","Close Combat"
"talent_name_2216|state_name_32213|state_name_32214|clientstate_name_1003|talent_name_5411","Hail of Bullets"
"talent_desc_2025_1","While Dual-Wielding, +100% Weapon DMG, but +100% ammo consumption."
"talent_desc_2025_2","While Dual-Wielding, +125% Weapon DMG, and there is a 50% chance to +100% ammo consumption."
"talent_desc_2025_3","While Dual-Wielding, +150% Weapon DMG without additional ammo consumption."
"talent_desc_2026_1|talent_desc_5401_1","When the remaining ammo in the magazine is 30% or less (or equal to 1), +40% weapon DMG."
"talent_desc_2026_2|talent_desc_5401_2","When the remaining ammo in the magazine is 40% or less (or equal to 1), +80% weapon DMG."
"talent_desc_2026_3|talent_desc_5401_3","When the remaining ammo in the magazine is 50% or less (or equal to 1), +120% weapon DMG."
"talent_desc_2028_1|talent_desc_5402_1","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +50% for 6s"
"talent_desc_2028_2|talent_desc_5402_2","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +75% for 6s"
"talent_desc_2028_3|talent_desc_5402_3","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +100% for 20s"
"talent_desc_2029_1|talent_desc_5403_1|talent_briefdesc_5403_1","+10% DMG Resistance and recover 1% HP/s for 6s after killing an enemy or destroying an item."
"talent_desc_2029_2|talent_desc_5403_2|talent_briefdesc_5403_2","+15% DMG Resistance and recover 1.5% HP/s for 6s after killing an enemy or destroying an item."
"talent_desc_2029_3|talent_desc_5403_3|talent_briefdesc_5403_3","+20% DMG Resistance and recover 2% HP/s for 20s after killing an enemy or destroying an item."
"talent_desc_2030_1","+20 Max HP. During dual-wielding, Max HP bonus is doubled"
"talent_desc_2030_2","+40 Max HP. During dual-wielding, Max HP bonus is doubled"
"talent_desc_2030_3","+60 Max HP. During dual-wielding, Max HP bonus is doubled, and there's a 50% chance of recovering HP equivalent to DMG taken when injured."
"talent_desc_2031_1|talent_briefdesc_2031_1|talent_desc_5404_1|talent_briefdesc_5404_1","When max HP decreased by 25%, immune to normal damage for 2s."
"talent_desc_2031_2|talent_briefdesc_2031_2|talent_desc_5404_2|talent_briefdesc_5404_2","When max HP decreased by 25%, immune to normal damage for 3s."
"talent_desc_2031_3|talent_briefdesc_2031_3|talent_desc_5404_3|talent_briefdesc_5404_3","When max HP decreased by 10%, immune to normal damage for 4s."
"talent_desc_2032_1","During the Dual-Wield, recover to 30% of Max HP when taking first 2 lethal damage, and immune to damage for 1s"
"talent_desc_2032_2","During the Dual-Wield, recover to 40% of Max HP when taking first 3 lethal damage, and immune to damage for 1s"
"talent_desc_2032_3","During the Dual-Wield, recover to 50% of Max HP when taking first 4 lethal damage, and immune to damage for 1s. When all charges are used, recover to 1 charge after 4s"
"talent_desc_2033_1","+50% duration to dual-wielding"
"talent_desc_2033_2","+75% duration to dual-wielding"
"talent_desc_2033_3","Doubled the duration of Dual-wielding. While dual-wielding, every 20 ammo consumed +2s to the duration."
"talent_desc_2034_1","+30% RoF and Accuracy while dual-wielding. When dual-wield ends, -1s next dual-wield cooldown for every 1s of remaining duration."
"talent_desc_2035_1","+20% to Lucky Shot Chance while dual-wielding"
"talent_desc_2035_2","+30% to Lucky Shot Chance while dual-wielding"
"talent_desc_2035_3","+40% Lucky Shot Chance while dual-wielding. When triggering a crit hit and a lucky shot simultaneously, gain an additional +20% Lucky Shot Chance for 1s."
"talent_desc_2036_1","Recovers 5 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 20% chance not to consume ammo upon shooting."
"talent_desc_2036_2","Recovers 10 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 35% chance not to consume ammo upon shooting."
"talent_desc_2036_3","Recovers 15 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 50% chance not to consume ammo upon shooting."
"talent_desc_2037_1","Explosion AoE for grenades and explosives weapon +2m, and explosion DMG +30%."
"talent_desc_2037_2","Explosion AoE for grenades and explosives weapon +4m, and explosion DMG +45%."
"talent_desc_2037_3","Explosion AoE for grenades and explosives weapon +6m, and explosion DMG +100%."
"talent_desc_2038_1","Explosive Grenade Base DMG +100%; there is a 30% chance of not consuming a grenade"
"talent_desc_2038_2","Explosive Grenade Base DMG +150%; there is a 45% chance of not consuming a grenade"
"talent_desc_2038_3","Explosive Grenade Base DMG +200%; there is a 60% chance of not consuming a grenade, and gain one grenade every 10s"
"talent_desc_2039_1","+20% explosion DMG; +5% DMG dealt for each enemy within the explosion range"
"talent_desc_2039_2","+40% explosion DMG; +7% DMG dealt for each enemy within the explosion range"
"talent_desc_2039_3","+60% explosion DMG; +9% DMG dealt and +9% chance to deal double DMG for each enemy within the explosion range"
"talent_desc_2041_1","During Dual-Wielding, gain +3% Weapon DMG and +1% lucky shot chance every 0.5s with continuous firing (up to 20 stacks). \nLose 5 stacks every 0.5s when not firing."
"talent_desc_2042_1|talent_desc_5405_1","-20% Reload Time, +30% Weapon DMG within 4s after reloading"
"talent_desc_2042_2|talent_desc_5405_2","-35% Reload Time, +60% Weapon DMG within 5s after reloading"
"talent_desc_2042_3|talent_desc_5405_3","-50% Reload Time, +100% Weapon DMG within 6s after reloading"
"talent_desc_2043_1","Increase 30% Total DMG if grenades or explosive weapons deal DMG to only one enemy"
"talent_desc_2043_2","Increase 45% Total DMG if grenades or explosive weapons deal DMG to only one enemy"
"talent_desc_2043_3","Increase 60% Total DMG if grenades or explosive weapons deal DMG to 3 enemies or fewer"
"talent_desc_2044_1","Toss 2 grenades instead of 1 with no additional consumption."
"talent_desc_2102_1","Energy Orb freezes enemies for 2 more seconds."
"talent_desc_2102_2","Energy Orb freezes enemies for 4 more seconds."
"talent_desc_2102_3","Energy Orb freezes enemies for 6 more seconds with -30% CD."
"talent_desc_2103_1","Explosion radius for Energy Orb is increased by 2m, freeze effect and DMG will bypass barriers."
"talent_desc_2103_2","Explosion radius for Energy Orb is increased by 4m, freeze effect and DMG will bypass barriers."
"talent_desc_2103_3","Explosion radius for Energy Orb is increased by 6m, freeze effect and DMG will bypass barriers and DMG is increased by 50% for each target hit."
"talent_desc_2104_1","Energy Orb gains 1 more charge."
"talent_desc_2104_2","Energy Orb gains 2 more charges."
"talent_desc_2104_3","Energy Orb gains 5 more charges."
"talent_desc_2105_1","Energy Orb deals +200% damage and has a 50% chance to explode twice."
"talent_desc_2205_2","Recover 100% of your Armor after hitting an enemy with Leap or 25% if you do not hit any targets"
"talent_desc_2106_1","After casting Energy Orb, +300% weapon DMG on the next hit and deal 50% DMG to enemies adjacent to initial target."
"talent_desc_2106_2","After casting Energy Orb, +400% weapon DMG on the next hit and deal 75% DMG to enemies adjacent to initial target."
"talent_desc_2106_3","After casting Energy Orb, +500% weapon DMG on the next hit and deal 100% DMG to enemies adjacent to initial target."
"talent_desc_2109_1|talent_desc_5406_1","After killing an enemy affected by any Elemental Effect, +40% RoF for 6s."
"talent_desc_2109_2|talent_desc_5406_2","After killing an enemy affected by any Elemental Effect, +50% RoF for 6s."
"talent_desc_2109_3|talent_desc_5406_3","After hitting an enemy affected by any Elemental Effect, +60% RoF for 6s."
"talent_desc_2111_1|talent_desc_5407_1","+30% DMG to enemies affected by any Elemental Effect."
"talent_desc_2111_2|talent_desc_5407_2","+60% DMG to enemies affected by any Elemental Effect."
"talent_desc_2111_3|talent_desc_5407_3","+120% DMG to enemies affected by any Elemental Effect."
"talent_desc_2113_1","Smoke Grenade capacity +4."
"talent_desc_2113_2","Smoke Grenade capacity +8 ."
"talent_desc_2113_3","Smoke Grenade capacity +12, recover 1 grenade for every 2 grenades used"
"talent_desc_2116_1","Enemies affected by your grenades will deal -40% DMG and take +20% DMG for 6s"
"talent_desc_2116_2","Enemies affected by your grenades will deal -50% DMG and take +40% DMG for 6s"
"talent_desc_2116_3","Enemies affected by your grenades will deal -60% DMG and take +60% DMG for 20s"
"talent_desc_2119_1","After casting Energy Orb, +60% Shield recharge speed, -60% Shield recharge delay and the recharge cannot be interrupted for 6s."
"talent_desc_2120_1","After throwing a Smoke Grenade, +30 max Shield for 6s."
"talent_desc_2120_2","After throwing a Smoke Grenade, +60 max Shield for 6s."
"talent_desc_2120_3","After using the Smoke Grenade, +90 max shield, and gain immunity to Elemental Effects for 20s."
"talent_desc_2123_1","Energy Orb applies the same Elemental Effect as your weapon to all enemies it hits at a 100% chance."
"talent_desc_2124_1","Smoke Grenades base DMG +300%"
"talent_desc_2124_2","Smoke Grenades base DMG +400%"
"talent_desc_2124_3","Smoke Grenades base DMG +500%, and gain +100% base DMG per second after explosion."
"talent_desc_2125_1|talent_briefdesc_2125_1|talent_desc_3108_1|talent_briefdesc_3108_1|talent_desc_5408_1|talent_desc_5423_1|talent_briefdesc_5408_1|talent_briefdesc_5423_1","+40% Fire DMG"
"talent_desc_2125_2|talent_briefdesc_2125_2|talent_desc_3108_2|talent_briefdesc_3108_2|talent_desc_5408_2|talent_desc_5423_2|talent_briefdesc_5408_2|talent_briefdesc_5423_2|s6diceability_desc_51313_3","+80% Fire DMG"
"talent_desc_2125_3|talent_briefdesc_2125_3|talent_desc_5408_3|talent_briefdesc_5408_3","+120% Fire DMG, and double the DMG caused by Burning Effect and Combustion Effect"
"talent_desc_2126_1|talent_briefdesc_2126_1|talent_desc_5409_1|talent_briefdesc_5409_1","+40% Lightning DMG"
"talent_desc_2126_2|talent_briefdesc_2126_2|talent_desc_5409_2|talent_briefdesc_5409_2|s6diceability_desc_51314_3","+80% Lightning DMG"
"talent_desc_2126_3|talent_desc_5409_3","+120% Lightning DMG and +120% Weapon DMG against enemies affected by Shock effect"
"talent_desc_2127_1|talent_briefdesc_2127_1|talent_desc_3813_1|talent_briefdesc_3813_1","+40% Corrosion DMG"
"talent_desc_2127_2|talent_briefdesc_2127_2|talent_desc_3813_2|talent_briefdesc_3813_2|s6diceability_desc_51315_3","+80% Corrosion DMG"
"talent_desc_2127_3|talent_briefdesc_2127_3","+120% Corrosion DMG, and a critical hit against an enemy will create a toxic cloud equivalent to a detonated smoke grenade (Each enemy triggers at most once every 3 seconds)."
"talent_desc_2129_1","Enemies affected by your grenades become volatile and will explode after being defeated."
"talent_desc_2202_1","+200% Leap base DMG. The cooldown is reduced by 1s for every enemy defeated by it."
"talent_desc_2202_2","+400% Leap base DMG. The cooldown is reduced by 2s for every enemy defeated by it."
"talent_desc_2202_3","+600% Leap base DMG. The cooldown is reset if Leap kills an enemy."
"talent_desc_2203_1","-50% DMG taken for 2s after hitting an enemy or breaking an object with Leap."
"talent_desc_2203_2","-100% DMG taken for 2s after hitting an enemy or breaking an object with Leap."
"talent_desc_2203_3","DMG taken recovers armor for 3s after hitting an enemy or breaking an object with Leap."
"talent_desc_2205_1","Recover 40% of your Armor after hitting an enemy with Leap or 20% if you do not hit any targets"
"talent_desc_2207_1","Cleave AoE +2m, +20% DMG for every enemy within skill range."
"talent_desc_2207_2","Cleave AoE +3m, +30% DMG for every enemy within skill range."
"talent_desc_2207_3","Cleave AoE +5m, +40% DMG for every enemy within skill range."
"talent_desc_2208_1","+100% Cleave base DMG. +50% weapon DMG on your next shot/slash after a Cleave."
"talent_desc_2208_2","+200% Cleave base DMG. +100% weapon DMG on your next shot/slash after a Cleave."
"talent_desc_2208_3","+300% Cleave base DMG. +150% weapon DMG on your next shot/slash after a Cleave."
"talent_desc_2210_1","Deal increased Cleave DMG to enemies with lower HP, and Cleave's base damage is permanently increased by +5 for each enemy slain by Cleave. (Include the enemies slain previously)"
"talent_desc_2212_1","+3 Cleave capacity. Restore 1 use upon killing an enemy with Cleave."
"talent_desc_2212_2","+6 Cleave capacity. Restore 2 uses upon killing an enemy with Cleave."
"talent_desc_2212_3","+10 Cleave capacity. Restore 3 uses upon killing an enemy with Cleave."
"talent_desc_2214_1|talent_desc_5410_1","+40% DMG to enemies within 7m."
"talent_desc_2214_2|talent_desc_5410_2","+80% DMG to enemies within 7m."
"talent_desc_2214_3|talent_desc_5410_3","+150% DMG to enemies within 12m."
"talent_desc_2216_1|talent_desc_5411_1","+30% weapon DMG and +20% Lucky Shot chance when the magazine is full . The first 3 shots after reloading consume no ammo."
"talent_desc_2216_2|talent_desc_5411_2","+60% weapon DMG and +30% Lucky Shot chance when the magazine is full . The first 4 shots after reloading consume no ammo."
"talent_desc_2216_3|talent_desc_5411_3","+100% weapon DMG and +40% Lucky Shot chance when the magazine is full . The first 5 shots after reloading consume no ammo."
"talent_desc_2130_1","Smoke grenades last for 1 more second and the damage interval is decreased by 20%."
"weapon_name_1002|temporaryname_name_1002","Cavalry"
"weapon_name_1003","Rainbow Arch"
"weapon_name_1006|temporaryname_name_1003","Dragonchaser"
"weapon_name_1008","Lightning Blast"
"weapon_name_1010","Big Hippo"
"weapon_name_1101","Star Devourer"
"weapon_name_1102","Angelic Aura"
"talent_desc_2130_2","Smoke grenades last for 2 more seconds and the damage interval is decreased by 30%."
"weapon_name_1104|state_name_1080","Demonlore"
"weapon_name_1105","Scalpel"
"talent_desc_2130_3","Smoke grenades last for 3 more seconds and the damage interval is decreased by 50%."
"weapon_name_1107","Concealed Ammo"
"weapon_name_1201","Sunder"
"weapon_name_1202","Foundry"
"weapon_name_1205","Scorching Rounds"
"talent_name_2130","Smoke Genius"
"weapon_name_1209","Aura of Venom"
"weapon_name_1211","Thunder Storm"
"weapon_name_1212","Talisman"
"weapon_name_1303","Illusion"
"weapon_name_1304","Argus"
"weapon_name_1305","Pupil"
"weapon_name_1306","Wild Hunt"
"weapon_name_1309","Porcupine"
"weapon_name_1401","Tiger Cannon"
"weapon_name_1402","Laser Gloves"
"weapon_name_1404","Frenzied Shark"
"weapon_name_1406","Shrieker"
"weapon_name_1407","Bone Dragon"
"weapon_name_1408","Justice"
"weapon_name_1410","Thunderclap Gloves"
"weapon_name_1411|temporaryname_name_1001","Rainbow"
"weapon_name_1412","Fire Dragon"
"weapon_name_1501","Piercing Flame"
"weapon_name_1502","Double Caliber"
"weapon_name_1503","Goshawk"
"weapon_name_1504","Woodpecker"
"weapon_name_1505","Golden Bow"
"weapon_name_1508","Sting"
"weapon_name_1509","Prism"
"weapon_desc_1002","3-round burst. Third shot auto-crits on hit."
"weapon_desc_1003|weapon_desc_1018","<sprite name=icon_wpskill>Charge Shot. The longer you charge the weapon, the higher DMG the shot will be."
"weapon_desc_1006","<sprite name=icon_wpskill>Launch a mark and shots home in on the mark."
"weapon_desc_1008","<sprite name=icon_wpskill>Launches a forcefield sphere. Any projectile going through the sphere grants 50% lucky shot chance, +100% Effective Range of the firing weapon. Bullets speed increased significantly"
"weapon_desc_1010","The longer the weapon is fired, the higher the RoF will be."
"weapon_desc_1101","Replenishes magazine automatically when you stop firing. (The shorter the reload time, the quicker the speed of replenishment.)"
"weapon_desc_1102","Full-auto submachine gun with high RoF"
"weapon_desc_1104","Increases weapon DMG on every crit hit. (Resets on reload or weapon switch)"
"weapon_desc_1105","Increases accuracy gradually when firing. The firing mode can be switched between single-shot and double-shot."
"weapon_desc_1201","Projectiles will horizontally split for 2 times."
"weapon_desc_1202|weapon_desc_1810","Basic weapon with unlimited ammo. Level is adjusted to lowest level of all equipped weapons."
"weapon_desc_1205|weapon_desc_1216","Bullets can cause small-area explosions upon hitting enemies"
"weapon_desc_1209","<sprite name=icon_wpskill>Rapid-fire all remaining ammo in the magazine."
"weapon_desc_1212","<sprite name=icon_wpskill>Fires multiple talismans consecutively.\n<sprite name=icon_wptype>Fire DMG|Corrosion DMG|Lightning DMG"
"weapon_desc_1303","Holding down fire increases ROF and projectiles."
"weapon_desc_1304","Bullets spread horizontally, and knock close enemies back on hit. If enemies hit any barrier on their way back, they will receive additional DMG."
"weapon_desc_1305","Charging a shot increases accuracy; when fully charged, +50% DMG"
"weapon_desc_1306|weapon_desc_1315","Press the fire button to trigger the first shot, and release to trigger the second."
"weapon_desc_1309","<sprite name=icon_wpskill>Projectiles scatter widely."
"weapon_desc_1401","Fire shells that cause large-area explosions."
"weapon_desc_1402","Shoot a laser that deals increasing DMG on the same target."
"weapon_desc_1404","Fires bouncing grenades. Causes a small-area explosion on hitting enemies/cover and continues to bounce. DMG of next bounce will be reduced after hitting enemies"
"weapon_desc_1408","Fires a grenade that generates a lava field when it explodes, dealing damage on time to enemies"
"weapon_desc_1410","Shoot a Lightning ray that spreads out from one target to another on hit."
"weapon_desc_1411","Fire a ray that auto-locks onto a nearby enemy\n<sprite name=icon_wpskill>Launch a mark. The ray will lock onto the mark."
"weapon_desc_1412","Project flames to burn enemies."
"weapon_desc_1501","Bullets can pierce enemies."
